Date,50,Auto,Bank,CnsrDur,FinSer,FMCG,Healthcare,IT,Media,Metal,Oil&Gas,Pharma,Realty
2021-07-08,15727.9,10456.0,35274.1,23191.27,16669.1,36179.1,8794.28,28748.95,1808.0,5170.5,6703.64,14269.3,357.65
2021-07-09,15689.8,10420.3,35071.95,23174.8,16590.0,36184.4,8844.29,28662.2,1824.95,5273.6,6671.96,14360.2,366.15
2021-07-12,15692.6,10438.2,35198.9,23279.69,16606.15,36176.65,8856.0,28532.35,1821.45,5262.55,6665.06,14372.2,379.35
2021-07-13,15812.35,10497.8,35673.4,23352.41,16852.15,36110.3,8884.19,28439.75,1810.75,5295.6,6711.33,14460.05,380.8
2021-07-14,15853.95,10467.9,35668.25,23297.15,16823.05,36073.2,8909.9,29339.85,1814.25,5299.95,6656.91,14507.0,377.2
2021-07-15,15924.2,10426.0,35907.65,23344.99,16926.3,36182.95,8892.89,29718.05,1807.85,5335.4,6606.8,14467.45,393.05
2021-07-16,15923.4,10428.45,35751.8,23533.97,16884.1,36253.55,8974.75,29400.25,1800.9,5391.3,6644.87,14635.05,397.55
2021-07-19,15752.4,10310.9,35079.2,23409.56,16555.75,36180.4,9004.93,29264.0,1791.45,5317.85,6603.26,14669.9,399.25
2021-07-20,15632.1,10222.2,34415.45,23277.96,16293.1,36230.25,8908.01,29252.5,1745.3,5193.65,6558.84,14479.2,389.15
2021-07-22,15824.05,10235.8,34677.3,23721.31,16499.2,36263.6,8975.45,29779.95,1771.4,5348.95,6655.42,14575.4,395.95
2021-07-23,15856.05,10201.35,35034.4,23610.59,16611.05,36558.65,8978.93,29894.3,1754.0,5353.8,6650.22,14597.85,401.05
2021-07-26,15824.45,10137.95,34949.7,23800.59,16574.85,36486.75,9038.47,29940.4,1759.55,5387.4,6605.37,14652.55,397.2
2021-07-27,15746.45,10094.35,34797.45,23804.33,16529.15,36360.8,8754.07,29892.55,1751.0,5465.9,6563.47,14018.65,394.3
2021-07-28,15709.4,10000.4,34532.9,23665.84,16444.75,36360.35,8699.28,29954.15,1746.65,5532.8,6534.7,13964.75,391.2
2021-07-29,15778.45,9956.65,34691.5,23755.72,16513.6,35990.05,8675.98,30371.4,1761.7,5810.75,6546.75,13920.35,397.5
2021-07-30,15763.05,10048.5,34584.35,23855.96,16468.65,36051.9,8923.04,30480.05,1796.0,5770.35,6526.35,14425.3,398.65
